external_gene_name,Uniq_reads_num.5784560.,Uniq_reads_num.5230459.
F48C1.7,16,271
F48C11.3,11,24
F48D6.1,120,62
F48D6.4a,44,61
F48D6.4b,11,8
F48E3.1a,22,35
F48E3.4,1143,1451
F48E3.6,4,2
F48E3.8c,10,14
F48E8.1a,1,9
F48E8.3,711,636
F48E8.5,4238,3035
F48E8.6,1320,768
F48E8.7a,42,30
F48E8.7b,13,6
F48F5.4a,3,3
F48F5.5,262,200
F48F5.6a,1,7
F48F7.1b,3,7
F48F7.2,10,42
F48F7.6,104,138
F49B2.5,20,20
F49C12.10,19,20
F49C12.11,332,262
F49C12.12,550,636
F49C12.13,503,578
F49C12.14,19,40
F49C12.6,11,21
F49C12.7c,39,116
F49C12.8,3464,2030
F49C12.9,1877,1138
F49D11.1,1313,818
F49D11.8,329,747
F49E10.3,6,10
F49E11.10,8,65
F49E11.11,19,75
F49E11.1a,19,10
F49E11.1b,4,2
F49E12.1,2378,1823
F49E12.2,133,217
F49E12.4,2,10
F49E12.6,69,38
F49E12.9a,5,5
F49E2.2a,4,5
F49E2.5g,1,2
F49E2.5j,6,11
F49E7.1a,408,242
F49E8.1,727,394
F49E8.3b,15,15
F49E8.4,173,120
F49E8.5,694,611
F49E8.6,43,29
F49E8.7a,352,196
F49F1.1,6,6
F49F1.5,3,5
F49F1.6,6,1
F49F1.7,6,33
F49H12.1a,8,4
F49H12.5,223,405
F49H12.6a,128,86
F49H12.7,3,7
F52A8.1,524,434
F52A8.2,19,45
F52A8.4b,1,2
F52A8.5,297,276
F52A8.6b,10,4
F52A8.6c,414,287
F52B11.1a,172,105
F52B11.3,34,19
F52B11.5,3,1
F52B11.6,16,17
F52B5.1b,2,1
F52B5.2,889,464
F52B5.5a,507,293
F52B5.6,12361,8842
F52B5.7,103,64
F52C12.1,484,290
F52C12.2,214,132
F52C12.5,15,6
F52C6.2,169,127
F52C6.3,37,28
F52C6.6,2,3
F52C9.3,465,344
F52C9.7,1300,779
F52C9.8c,25,8
F52C9.8e,8,7
F52C9.8f,12,36
F52C9.8g,18,2
F52D10.1,30,78
F52D10.2,138,74
F52D10.3a,345,436
F52D2.7,97,38
F52E1.1,4719,2576
F52E1.10,954,444
F52E1.13a,1,3
F52E1.13b,742,747
F52E1.14,443,389
F52E1.7a,45,32
F52E1.7b,33,31
F52E1.8,5,15
F52E1.9,6,6
F52E4.1a,16,33
F52E4.4,5,13
F52E4.6,1,1
F52E4.8,43,64
F52F10.1,16,26
F52F12.3,718,435
F52F12.4,691,451
F52F12.5,10,84
F52F12.6,105,68
F52F12.7,513,509
F52G2.1a,1336,861
F52G2.2b,357,212
F52H2.3,9,14
F52H2.5,69,41
F52H3.1,97,198
F52H3.2,961,581
F52H3.3,114,95
F52H3.4,325,192
F52H3.6,21,216
F52H3.7a,634,1317
F53A10.2a,70,89
F53A2.4,851,465
F53A2.6a,43,38
F53A2.7,1727,1754
F53A2.8b,9,12
F53A3.1,5,3
F53A3.2,778,481
F53A3.3a,5896,5143
F53A3.7,43,20
F53A9.1,27,29
F53A9.10a,1041,1934
F53A9.2,11,8
F53A9.6,21,24
F53A9.7,12,9
F53A9.8,15,22
F53B1.2,185,86
F53B1.4,5,4
F53B2.6,5,9
F53B2.8,338,167
F53B3.1,245,156
F53B3.6,58,229
F53B6.1,5,8
F53B6.7,13,64
F53B7.3,490,294
F53C11.1,61,38
F53C11.3,311,450
F53C11.4a,21,27
F53C11.4b,31,23
F53C11.5b,45,52
F53C11.7,310,175
F53C11.8,140,80
F53C11.9,15,48
F53C3.13a,17,11
F53C3.13b,2,4
F53C3.13c,23,14
F53C3.4,1,3
F53E10.1,88,68
F53E10.2b,6,24
F53E10.4,34,63
F53E10.6,336,224
F53E2.1,87,75
F53E4.1a,15,6
F53F1.2,523,353
F53F1.3,100,65
F53F1.4,101,259
F53F1.5,8,4
F53F1.6,2,4
F53F10.1,14,16
F53F10.2a,1017,967
F53F10.3,727,766
F53F10.4,1153,1234
F53F4.10,1959,1999
F53F4.11,1675,1105
F53F4.12,374,223
F53F4.13,98,312
F53F4.14,1140,692
F53F4.16,76,56
F53F4.17,1,1
F53F4.5,123,101
F53F8.1,10,7
F53F8.3,283,175
F53F8.4,10,18
F53G12.1,2098,1608
F53G12.10,26488,20894
F53G12.13,3,4
F53G12.4,4,4
F53G12.5a,2952,1574
F53G2.7,485,309
F53H1.3,488,297
F53H10.2a,89,175
F53H4.2,499,371
F53H8.2,102,103
F54A3.5,269,315
F54A3.6,921,540
F54A5.1,71,53
F54A5.2,6,1
F54A5.3a,31,18
F54B11.3a,127,79
F54B3.3,1828,1063
F54B8.3,15,24
F54C1.2,429,230
F54C1.3a,67,49
F54C1.7,2016,3984
F54C1.9,6,118
F54C4.1,314,208
F54C4.2,139,122
F54C4.3a,112,74
F54C4.4,42,34
F54C8.3,1443,761
F54C8.4a,342,247
F54C8.5,340,230
F54C8.7a,1,2
F54C8.7b,26,16
F54C9.1,655,1341
F54C9.10,196,95
F54C9.11,38,74
F54C9.2,681,503
F54C9.3,107,140
F54C9.4,129,70
F54C9.5,19801,15400
F54C9.6a,47,42
F54C9.7,3,7
F54C9.8,5483,2712
F54C9.9,1523,1045
F54D1.4,13,22
F54D1.5,16,16
F54D1.6,165,317
F54D10.1,7,16
F54D10.2,8,28
F54D10.5,410,211
F54D10.7,152,106
F54D11.1,3889,6366
F54D5.11,481,369
F54D5.12,1327,1529
F54D5.1a,4,5
F54D5.2,523,365
F54D5.3,706,1309
F54D5.4,212,150
F54D5.5a,526,272
F54D5.7,1062,935
F54D5.8,3694,2786
F54D5.9,1035,819
F54D7.2,622,533
F54D7.4,187,269
F54D8.1,178,193
F54D8.2,1239,1363
F54D8.3a,163,201
F54D8.6,1101,678
F54E12.4,20,9
F54E2.1,633,427
F54E2.3b,1640,3152
F54E4.3,12,31
F54E7.1b,153,98
F54E7.2,3949,3325
F54E7.3a,16,12
F54E7.3b,30,15
F54E7.7,114,223
F54E7.8,966,567
F54E7.9,137,72
F54F12.2a,1,4
F54F2.2a,1440,1049
F54F2.2b,14,15
F54F2.5b,500,253
F54F2.7,81,53
F54F2.8,902,621
F54F2.9,344,210
F54F3.4,36,58
F54F7.2,97,185
F54F7.3,198,222
F54F7.5,262,165
F54F7.9,4,3
F54H12.1a,353,336
F54H12.6,4979,3976
F54H5.3,6,21
F54H5.4b,15,24
F55A11.11,12,98
F55A11.2,791,486
F55A11.3,1882,1192
F55A11.6b,68,146
F55A11.7,838,475
F55A11.8,261,169
F55A12.10,201,134
F55A12.2c,8,5
F55A12.3,1035,625
F55A12.7,114,231
F55A12.9a,5,9
F55A12.9b,66,103
F55A12.9c,9,32
F55A3.2,256,182
F55A3.3,5514,3243
F55A4.1,96,76
F55A4.4,23,28
F55A4.8c,1,3
F55A8.1,264,128
F55A8.2a,52,51
F55A8.2d,1,12
F55B11.2,1076,2100
F55B11.3,661,1860
F55B11.4,74,103
F55B12.1,1,1
F55B12.3a,60,27
F55B12.3b,7,10
F55B12.4,447,227
F55B12.5,374,746
F55C10.1,29,59
F55C10.2,318,511
F55C10.5,22,26
F55C12.1b,5,3
F55C12.4,1,1
F55C12.5b,709,401
F55C12.6,1,2
F55C12.7,13,22
F55C5.1,18,98
F55C5.5,348,240
F55C5.7b,392,217
F55C5.8,2216,1212
F55C9.5,2,1
F55D10.2,1146,2351
F55D10.3,142,126
F55D10.5,2,4
F55D12.1,4,11
F55D12.2a,13,26
F55D12.5,1437,897
F55D12.6,1,41
F55E10.6,38,73
F55F3.1,77,78
F55F3.3,190,206
F55F8.2a,909,522
F55F8.3,678,423
F55F8.4,1274,821
F55F8.5,663,410
F55F8.6,267,181
F55F8.9b,732,428
F55G1.11,32,15
F55G1.2,37,25
F55G1.3,57,42
F55G1.6,580,309
F55G1.8,5724,3140
F55G1.9,259,140
F55G11.2,9,2
F55G11.4,22,16
F55G11.8,5,2
F55H12.2,26,24
F55H12.4,23,38
F55H12.5,9,100
F55H12.6a,4,10
F55H2.1a,2,2
F55H2.1b,4,8
F55H2.2,1897,1932
F55H2.6,4198,2116
F55H2.7,796,448
F56A11.1,493,311
F56A11.3,44,37
F56A11.5,515,326
F56A11.6,12,124
F56A12.1,2,3
F56A3.4,5961,3803
F56A8.3a,423,258
F56A8.4,474,313
F56A8.5,322,206
F56A8.6,544,371
F56A8.7a,1,2
F56A8.7b,5,9
F56A8.9,33,25
F56B3.1,2589,6561
F56B3.10,10,7
F56B3.11a,97,64
F56B3.2a,40,41
F56B3.8,527,364
F56B6.2a,2,3
F56B6.2f,8,9
F56B6.2g,6,1
F56B6.4b,17,41
F56B6.4c,36,41
F56B6.6,2,1
F56C11.1,131,137
F56C11.5a,24,10
F56C3.9,3,2
F56C4.4,1,3
F56C9.1,2001,1688
F56C9.10a,16,17
F56C9.10b,74,45
F56C9.11,295,194
F56C9.3,1694,910
F56C9.5,4,9
F56C9.6a,57,22
F56C9.6b,76,41
F56C9.7,233,468
F56C9.8,8,27
F56D1.3,309,171
F56D1.5,5,7
F56D1.7,4759,2643
F56D12.1a,133,140
F56D12.4b,5,5
F56D12.5a,8880,4479
F56D12.5b,7760,4159
F56D12.6a,16,14
F56D2.1,4517,4264
F56D2.6a,254,178
F56D2.7,646,495
F56D5.6,54,92
F56D6.10,4,13
F56D6.13,5,22
F56E10.4,2838,2742
F56E3.4,2,2
F56F10.1,296,381
F56F10.3,21,25
F56F10.4,117,74
F56F11.3,71,108
F56F3.2b,8,16
F56F3.4,10,210
F56F3.5,29285,23875
F56F3.6,8,12
F56F4.3,1,48
F56F4.5,15,13
F56G4.5,341,219
F56G4.6,416,250
F56H1.1,1,6
F56H1.4,2716,1575
F56H1.7,525,455
F56H11.1a,6,10
F56H11.1c,2,6
F56H11.2a,1,1
F56H11.3b,1,35
F56H11.4,3048,2538
F56H6.6,1,5
F56H9.2,166,422
F56H9.3,3,9
F56H9.5,204,111
F57A10.3,781,464
F57A10.4,75,32
F57A8.2a,39,19
F57A8.2b,84,71
F57A8.8,10,18
F57B1.4,9179,18115
F57B10.10,361,295
F57B10.11,1172,1075
F57B10.12,1999,957
F57B10.14,143,218
F57B10.3a,14,18
F57B10.4,1443,995
F57B10.5,414,372
F57B10.7,1045,836
F57B10.8,222,165
F57B10.9,299,398
F57B7.2a,17,10
F57B7.3,2,3
F57B7.4,30,75
F57B9.1,124,98
F57B9.10a,66,45
F57B9.4a,24,11
F57B9.4e,35,35
F57B9.5,1247,869
F57B9.6a,4783,2448
F57B9.7b,57,19
F57C12.4,53,60
F57C2.1,159,122
F57C2.2,377,253
F57C2.3,189,118
F57C2.4,96,219
F57C2.5,489,385
F57C7.2a,3,3
F57C7.3a,6,7
F57C9.1b,174,125
F57C9.2,68,40
F57C9.4c,1193,631
F57F10.1a,3,12
F57F5.1,3964,5274
F57F5.2,6,6
F57F5.4a,101,74
F57F5.5,1098,724
F57G12.1,73,163
F57G8.5,1,2
F57H12.1,2029,1520
F57H12.2,3,9
F57H12.3,3,1
F57H12.6,4,2
F57H12.7,25,67
F58A3.1a,2,6
F58A3.1b,2,2
F58A3.2a,6,7
F58A3.2b,2,2
F58A3.4,3,2
F58A3.5,18,41
F58A4.10,1161,760
F58A4.11,9,13
F58A4.2,292,139
F58A4.3,1020,728
F58A4.4,964,511
F58A4.7b,4,14
F58A4.8,1571,867
F58A4.9,254,178
F58A6.1,11,12
F58A6.5,2,40
F58A6.6,1,1
F58A6.8,34,374
F58A6.9,7,119
F58B3.1,866,1114
F58B3.2,5,12
F58B3.3,3,25
F58B3.4,800,691
F58B3.5c,1522,850
F58B3.6,1597,1207
F58B3.7,365,255
F58B3.9,111,124
F58B4.5,86,188
F58B6.1,2,7
F58D5.1a,2181,1357
F58D5.2b,3,8
F58D5.3,4,2
F58D5.4a,14,4
F58D5.4b,3,2
F58D5.7,8,118
F58E1.13,6,3
F58E10.1b,14,9
F58E10.3a,8504,6600
F58E10.4,2555,2002
F58E10.7,19,49
F58E6.5,10,231
F58F12.1,1533,1641
F58F12.4,12,25
F58F6.1,62,33
F58F6.4,517,254
F58F9.7,41,71
F58G1.2b,28,23
F58G1.3,12,133
F58G1.4,553,831
F58G11.1a,40,30
F58G11.3a,2842,1567
F58G11.5,849,505
F58G6.1,347,217
F58G6.3,34,24
F58G6.7,60,43
F58G6.9a,2,1
F58H1.3a,337,204
F58H1.4,1,1
F58H1.5,11,9
F58H1.6,16,190
F58H1.8,91,67
F58H10.1,1,1
F58H12.1,78,56
F59A1.7,117,95
F59A2.1a,60,29
F59A2.1b,38,16
F59A2.3,1565,989
F59A2.4a,409,236
F59A2.5,53,36
F59A3.1,170,111
F59A3.12,499,266
F59A3.3,418,268
F59A3.4,320,224
F59A3.6,81,42
F59A6.12,43,79
F59A6.2,3,60
F59A6.6c,303,173
F59A7.2,10,4
F59A7.5a,19,35
F59A7.5b,1,5
F59B1.2,288,472
F59B10.5,4,4
F59B2.13,2,8
F59B2.2,526,286
F59B2.3,485,341
F59B2.6,2409,1347
F59B2.7,569,295
F59B8.1a,1,1
F59B8.2,3307,3469
F59C12.3,170,206
F59C12.4,67,125
F59C6.11,4,2
F59C6.16,6,26
F59C6.4,688,369
F59C6.5,1697,1704
F59C6.7,2,5
F59D6.7,5,14
F59E10.1,532,319
F59E10.2,1139,667
F59E10.3,678,623
F59E11.10a,1,5
F59E11.12a,1,2
F59E11.5,10,16
F59E12.1,2619,1502
F59E12.10,175,98
F59E12.11,825,459
F59E12.12,5,7
F59E12.13,677,382
F59E12.2,771,466
F59E12.3,1,1
F59F3.2,2,3
F59F4.2,339,420
F59F5.2a,14,29
F59F5.6,150,131
F59G1.3,1961,1060
F59G1.4,4,8
F59G1.5,1619,867
F59G1.7,114,75
F59G1.8a,5,3
F59G1.8b,5,2
F59H5.1,697,393
F59H6.1,149,102
F59H6.11,276,192
F59H6.7,10,15
F59H6.9,90,62
H01A20.1,46,66
H01G02.1b,64,70
H01M10.3,174,209
H02I12.5,852,489
H02I12.8,1804,1001
H03A11.1,76,92
H04D03.1,229,179
H04J21.3a,599,408
H04M03.3,206,102
H04M03.4,1,1
H05C05.1b,584,267
H05C05.2a,400,275
H05L03.3,32,63
H06A10.1,15,22
H06H21.11,396,233
H06H21.3,2530,1715
H06H21.6,2372,1391
H06H21.8b,46,51
H06I04.1a,197,138
H06I04.3a,255,223
H06I04.4a,6407,5500
H06I04.6b,30,32
H06O01.1,6712,6147
H06O01.2,1693,1110
H06O01.3,152,281
H08M01.1,3,77
H10E21.1a,9,10
H12C20.2a,1395,725
H12C20.2b,1,7
H12C20.6a,25,52
H12D21.10b,2,2
H12D21.7,71,84
H12I13.4,397,291
H13N06.3b,217,287
H13N06.4a,98,123
H13N06.6a,2568,4803
H14A12.2a,389,359
H14A12.3,658,308
H14E04.1,6,14
H14E04.2b,16,12
H14E04.5,329,207
H14N18.3,422,957
H15N14.1c,129,70
H15N14.2a,28,32
H16O14.1b,3,4
H16O14.1d,6,6
H17B01.1a,386,563
H17B01.4a,2068,1463
H19M22.2a,3,4
H19M22.2b,13,63
H19N07.1,3105,1797
H19N07.2b,23,15
H19N07.2c,47,25
H19N07.3,124,82
H19N07.4,523,502
H20E11.3b,9,5
H20J04.5,378,306
H20J04.8,855,576
H20J04.9,167,91
H20J18.1a,23,28
H21P03.1,1459,1027
H22D07.1,2,2
H22K11.1,7155,10202
H22K11.4a,7,7
H23L24.5,2,2
H23N18.1,50,108
H23N18.5,1,4
H24G06.1d,24,42
H24K24.3a,52,35
H24K24.3b,5,5
H24K24.5,43,64
H25P06.2b,71,58
H25P19.1,354,190
H26D21.1,209,104
H26D21.2,1513,773
H27A22.1b,11,12
H27C11.1a,10,11
H27M09.1,719,418
H27M09.2,1068,652
H27M09.3,1529,1023
H27M09.4,11,17
H27M09.5,10,55
H28G03.1a,11,14
H28G03.2a,109,54
H28O16.2,780,459
H29C22.1,438,97
H30A04.1b,1,2
H31G24.4,3024,1558
H32C10.2,32,105
H32K16.2,8,5
H34C03.1,225,101
H34I24.2,582,1011
H35B03.1,26,23
H35B03.2b,164,91
H36L18.2,149,289
H38K22.2a,109,67
H38K22.2b,1,5
H38K22.3,414,329
H39E20.1,1,1
H39E23.1a,1597,1115
H40L08.1,190,127
H40L08.2a,179,263
H40L08.2b,10,20
H41C03.1,10,19
H41C03.3,16,45
H42K12.1b,11,7
H42K12.3,18,12
H43I07.2,388,241
JC8.10a,391,250
JC8.13,498,271
JC8.3a,7367,5655
JC8.5,439,245
JC8.7a,30,21
JC8.8,377,766
K01A11.2,78,51
K01A11.4,52,213
K01A2.1,24,47
K01A2.10,24,23
K01A2.2a,3,6
K01A2.5,173,230
K01A2.8a,1,1
K01A6.5,1,3
K01A6.6,4,2
K01C8.1,427,692
K01C8.10,4786,3134
K01C8.3a,123,66
K01C8.3b,4,1
K01C8.6,594,471
K01C8.7a,130,71
K01C8.9,3362,2442
K01D12.1,4,9
K01D12.11,618,529
K01D12.12,228,345
K01D12.14,7,5
K01D12.7,1,73
K01G5.1,728,627
K01G5.10,72,108
K01G5.2a,121,78
K01G5.2c,4,3
K01G5.3,8,6
K01G5.4,4418,2800
K01G5.5,4184,2785
K01G5.6,603,357
K01G5.7,7131,4849
K01G5.8a,1,8
K01G5.8b,32,17
K01G5.9,643,547
K01H12.1a,48,40
K01H12.2,7,122
K01H12.4,16,138
K02A11.1a,50,46
K02A11.1b,89,50
K02A11.3,104,141
K02A11.4,24,19
K02A2.5,1,1
K02A4.1,491,426
K02A6.3b,17,25
K02B12.1,6,3
K02B12.2,12,8
K02B12.6,2,2
K02B12.7,712,486
K02B12.8a,64,32
K02B12.8b,4,5
K02B12.9,3,2
K02B2.1,907,567
K02B2.3,565,469
K02B2.5,5204,4858
K02B7.3a,14,24
K02B9.1,1805,968
K02C4.4,6,9
K02C4.5,80,131
K02D10.1b,36,33
K02D10.1c,4,11
K02D10.4,18,28
K02D10.5,894,884
K02D7.1,91,143
K02D7.4,178,139
K02D7.5,19,52
K02E10.1,7,8
K02E10.2a,9,3
K02E10.6,9,7
K02E10.8b,11,21
K02E11.3,3,9
K02E11.5,6,22
K02E11.6,7,15
K02E11.7,7,34
K02E2.11,1,1
K02E2.6,26,31
K02E7.11,3,2
K02E7.6,2,5
K02E7.9,3,6
K02F2.2,20655,22765
K02F2.4,212,131
K02F2.5,12,32
K02F2.6,76,149
K02F3.10,682,601
K02F3.11,1111,653
K02F3.12b,788,479
K02F3.3,134,350
K02F3.4,1245,457
K02F3.5,64,89
K02F3.6,45,47
K02F3.9,181,356
K02G10.1,38,34
K02G10.3,7,4
K02G10.4a,6,32
K02G10.4b,4,18
K02G10.8b,1,2
K02H8.1c,4,4
K03A1.2a,4,14
K03A1.5,430,270
K03B4.1,603,364
K03B4.2,409,242
K03B4.3a,4,5
K03B4.3b,22,17
K03B4.4b,1,2
K03B4.7a,119,94
K03B8.6,12,18
K03B8.8,7,6
K03B8.9,7,15
K03C7.2a,2,3
K03D10.1,23,15
K03E5.2a,13,29
K03E5.2d,7,5
K03E6.6,86,203
K03E6.7,78,89
K03H1.1,23,218
K03H1.10,90,117
K03H1.12,3,74
K03H1.2,2157,1339
K03H1.3,27,49
K03H1.4,1064,1269
K03H1.6,28,50
K03H1.7,247,136
K03H1.9,1,23
K03H6.6,29,21
K04A8.1,60,80
K04B12.1,7,7
K04B12.3,710,389
K04C1.2a,2,1
K04C1.2b,6,7
K04C1.3,47,34
K04C1.5,673,384
K04C2.3b,112,97
K04C2.5,2,1
K04C2.8,7,33
K04D7.1,15936,13493
K04D7.2a,43,18
K04D7.2b,3,4
K04D7.3,1774,3809
K04E7.2,66,102
K04F1.9,6,1
K04F10.1,4,1
K04F10.3a,24,15
K04F10.3b,1,3
K04F10.4a,46,26
K04F10.4d,207,138
K04F10.6a,160,91
K04F10.7,604,413
K04G2.1,1905,1258
K04G2.11,18,5
K04G2.2,768,572
K04G2.3,662,423
K04G2.4,71,265
K04G2.5,641,489
K04G2.7a,3,8
K04G2.8a,28,16
K04G2.8b,58,19
K04G2.9,13,25
K04G7.1,1240,702
K04G7.10,895,577
K04G7.11,816,504
K04G7.3a,228,137
K04G7.4a,1822,1545
K04H4.2a,14,13
K04H4.6b,1,6
K04H4.7,1,3
K05B2.2a,26,19
K05B2.5a,49,85
K05C4.1,1789,1191
K05C4.11,15,28
K05C4.2,489,349
K05C4.5,1026,562
K05C4.6,930,474
K05C4.7,679,382
K05D4.4,2,1
K05F1.2,22,380
K05F1.3,17,202
K05F1.9,38,403
K05G3.3,145,253
K06A1.3,6,4
K06A1.4,83,58
K06A4.1,1,5
K06A4.3,245,539
K06A4.7,14,55
K06A5.2,34,323
K06A5.6,1471,1044
K06A5.7,2258,1309
K06A9.2,13,33
K06B4.11,3,5
K06B4.15,1,22
K06B9.6,4,4
K06C4.10,1,3
K06C4.17,6,14
K06G5.1a,66,78
K06H7.3,1196,689
K06H7.4,927,506
K06H7.6,1010,480
K06H7.9,607,340
K07A1.1,380,196
K07A1.10,579,384
K07A1.11,1901,917
K07A1.12,1991,1111
K07A1.13,138,297
K07A1.15,9,12
K07A1.16a,10,16
K07A1.17,410,229
K07A1.2,2413,1275
K07A1.3,17,24
K07A1.4,8,50
K07A1.5,8,94
K07A1.6,26,29
K07A1.8,2140,1434
K07A1.9a,9,4
K07A1.9b,1,1
K07A1.9c,5,5
K07A12.3,909,730
K07A12.4a,132,94
K07A12.5,25,89
K07A3.1,630,762
K07A3.2b,4,11
K07A3.3b,6,71
K07A9.2,3,4
K07B1.1,2,8
K07B1.2,422,296
K07B1.3,227,127
K07B1.4a,9,1
K07B1.5a,848,520
K07B1.6a,1211,1829
K07B1.6b,24,35
K07B1.8,115,167
K07C11.2,1934,1056
K07C11.3,39,106
K07C11.5,37,96
K07C11.7a,1,2
K07C11.8,6,6
K07C5.1,1042,715
K07C5.2,328,243
K07C5.3,765,487
K07C5.4,3637,2429
K07C5.5,27,67
K07C5.6,2793,1590
K07C5.7,1,3
K07C5.8,2879,1707
K07C5.9,2,8
K07C6.5,25,40
K07D4.3,2302,1402
K07D4.8,67,140
K07D4.9,4,9
K07D8.1,132,690
K07E1.1,26,94
K07E12.1a,584,1416
K07E3.3,89,222
K07E3.8a,11,10
K07E8.3,7,14
K07E8.5,4,1
K07E8.7,183,89
K07F5.1,29,317
K07F5.12,110,63
K07F5.13a,107,41
K07F5.13b,22,9
K07F5.14,532,356
K07F5.15,271,190
K07F5.2,4,26
K07F5.3,23,182
K07F5.5,19,168
K07F5.8,1,2
K07F5.9,11,136
K07G5.2,282,219
K07G5.6,577,450
K07H8.1,646,358
K07H8.10,10586,7200
K07H8.12,7,11
K07H8.2a,66,32
K07H8.2b,17,12
K07H8.3,1160,758
K07H8.6b,23585,43025
K07H8.9,143,133
K08A2.1,305,405
K08A2.2,7,56
K08A2.4,153,94
K08A2.5a,85,137
K08A2.5c,1,2
K08A8.1a,466,258
K08A8.2a,29,40
K08B12.1,2,2
K08B12.2a,68,63
K08B12.3,14,29
K08B4.1a,5,3
K08B4.1b,10,7
K08B4.6,313,297
K08B4.7,13,39
K08C7.1,10,18
K08C7.2,6,8
K08C7.3a,72,140
K08C7.3d,8,11
K08C7.6,94,151
K08C7.7a,4,11
K08C9.1,4,35
K08C9.2,13,189
K08D10.12,63,43
K08D10.2,333,215
K08D10.3,511,359
K08D10.4,326,178
K08D10.7,5,41
K08D10.8,4,42
K08D12.1,1700,1175
K08D12.3a,891,665
K08D12.6,419,1686
K08D8.4b,188,2
K08D8.6,150,140
K08D8.7a,1,9
K08D9.3,670,471
K08E3.10,64,128
K08E3.3a,35,21
K08E3.3b,5,2
K08E3.4,1221,718
K08E3.5a,4,10
K08E3.5c,48,27
K08E3.6,3304,2045
K08E3.7,651,325
K08E3.8,927,588
K08E4.1,3773,2213
K08E4.2,99,87
K08E4.3,85,67
K08E4.6,445,285
K08E5.1b,2,3
K08E5.2a,8,14
K08E7.1,886,618
K08E7.2,117,92
K08E7.8a,3,4
K08F11.3,2142,1350
K08F11.4a,104,57
K08F4.1,1861,996
K08F4.2,7185,3717
K08F4.3,909,498
K08F4.4,51,89
K08F4.5,10,126
K08F4.7,37,66
K08F4.8,3,49
K08F4.9,476,271
K08F8.2,17,49
K08F8.3,9,46
K08F8.4,312,660
K08F8.6,918,563
K08F9.2,2149,1235
K08F9.4,1132,564
K08H10.1,11970,13581
K08H10.2a,57,72
K08H10.2b,46,69
K08H10.4,1374,998
K08H10.7,1278,919
K08H10.9,341,235
K08H2.6,38,41
K08H2.8,33,25
K09A9.1,1130,1457
K09A9.2,131,98
K09A9.3,375,308
K09A9.4,219,150
K09A9.5,742,1051
K09A9.6a,116,296
K09A9.8,6,18
K09B11.1,288,144
K09B11.2a,465,257
K09B11.5a,2,10
K09C4.1b,2,4
K09C4.5,91,215
K09C6.7b,1,3
K09C6.9,12,34
K09C8.1,47,101
K09C8.6,1,3
K09D9.1,28,2
K09D9.2,50,75
K09E2.3,41,89
K09E2.4b,7,15
K09E4.1,22,70
K09E4.2a,27,24
K09E4.3a,67,61
K09E4.4,5,1
K09E4.6,11,21
K09E9.2,116,75
K09F5.2,58431,74841
K09F5.3,746,1849
K09G1.1a,8,8
K09G1.1c,1,1
K09G1.1d,3,5
K09G1.2,1,31
K09H9.2,534,280
K09H9.3,23,14
K09H9.5,12,27
K09H9.6,1392,827
K09H9.7,74,50
K09H9.8,25,30
K10B2.1,1409,965
K10B2.2a,37,43
K10B2.3a,96,38
K10B2.3b,45,30
K10B2.4,108,73
K10B3.1b,12,40
K10B3.7,1631,3473
K10B3.8,1351,2678
K10B3.9,72,121
K10B4.6a,14,25
K10C2.4,485,707
K10C2.7,10,14
K10C2.8,72,116
K10C3.2,733,532
K10C3.3,39,100
K10C8.3a,11,14
K10C8.3b,2,6
K10C8.3c,106,94
K10C8.4,2,5
K10C9.3,137,226
K10C9.7,5,77
K10D11.6,10,20
K10D2.4,112,53
K10D2.5,149,116
K10D2.6,1770,1649
K10D2.7,1,1
K10D3.2,263,329
K10D3.4,11,23
K10D3.6,19,62
K10D6.2b,8,14
K10D6.2c,1,1
K10D6.3a,1,3
K10D6.4b,1,1
K10G9.1,9,47
K10G9.2,15,17
K10G9.3,34,23
K10H10.1,259,146
K10H10.2,94,64
K10H10.4,3,1
K11B4.1,758,445
K11B4.2,194,95
K11C4.1,11,119
K11C4.3b,32,14
K11D12.1,6,6
K11D12.13,263,419
K11D12.2,1122,760
K11D12.5,252,320
K11D12.6,2,1
K11D12.7,106,274
K11D12.8,4,5
K11D12.9,12,21
K11D2.1,7,9
K11D2.2,158,540
K11D2.3a,208,130
K11D9.1a,17,18
K11D9.3,10,12
K11E4.2,5,5
K11E4.5a,1,2
K11G12.4a,16,19
K11G12.5,221,213
K11G12.6b,28,16
K11G9.6,15,33
K11H12.1,54,48
K11H12.2,16824,14255
K11H12.7,24,62
K11H12.8a,1375,1700
K11H12.8b,3,4
K11H3.1a,49,32
K11H3.1b,10,10
K11H3.2,15,88
K11H3.3,707,413
K11H3.6,77,56
K11H3.7,9,9
K12B6.4,3,3
K12B6.9,13,28
K12C11.1,487,542
K12C11.2,1545,1009
K12C11.4,115,62
K12C11.5,1,12
K12C11.7,5,9
K12D12.3,16,14
K12F2.2a,20,29
K12G11.1,64,81
K12G11.2,4,5
K12G11.3,168,552
K12H4.2,179,105
K12H4.3,724,542
K12H4.4,285,186
K12H4.5,486,429
K12H4.7a,161,207
K12H6.2,65,49
K12H6.3,3,10
K12H6.4,2,1
K12H6.6a,83,69
K12H6.7,5,4
LLC1.1,220,177
LLC1.2a,406,778
LLC1.3a,2049,1923
M01A10.2c,2,5
M01A10.3,1391,953
M01A8.2a,1,3
M01B12.4a,1362,1106
