wormbase_gene,Nr35.counts,Nr36.counts,Nr37.counts,Nr38.counts
WBGene00008673,86,31,77,62
WBGene00008677,2543,2263,2566,2646
WBGene00008690,198,173,152,174
WBGene00008693,12,7,10,11
WBGene00045495,49,39,51,53
WBGene00008695,85,84,65,77
WBGene00017376,33,28,28,30
WBGene00017378,24,22,14,24
WBGene00017379,18,12,16,9
WBGene00045362,6,7,5,7
WBGene00008698,0,0,1,0
WBGene00008699,0,1,2,0
WBGene00008701,0,0,2,0
WBGene00017380,2416,2281,2530,2415
WBGene00017382,16,8,3,12
WBGene00017383,1,0,0,0
WBGene00043980,8,7,8,4
WBGene00008713,17,18,14,16
WBGene00023501,8,15,17,22
WBGene00008707,2632,2855,2918,2848
WBGene00008708,41,41,47,48
WBGene00008709,20,14,14,20
WBGene00008710,10471,10176,9198,10975
WBGene00008711,443,364,453,401
WBGene00008712,87,75,101,75
WBGene00008714,351,348,273,356
WBGene00008716,1,1,0,0
WBGene00008717,0,0,1,0
WBGene00044399,3,7,9,7
WBGene00017388,4,6,6,1
WBGene00044384,0,0,0,0
WBGene00017384,1,2,0,0
WBGene00017385,1840,1828,1898,2108
WBGene00017390,25,30,25,73
WBGene00017391,0,0,0,0
WBGene00017395,0,0,0,0
WBGene00017396,1,6,5,4
WBGene00017397,838,760,704,824
WBGene00077704,6,1,2,5
WBGene00017401,2,1,2,0
WBGene00017402,292,307,265,332
WBGene00044811,194,189,196,192
WBGene00086558,5,2,2,3
WBGene00017403,0,0,0,0
WBGene00017404,13,22,21,25
WBGene00017407,34,23,31,44
WBGene00008720,9221,8459,7703,8934
WBGene00008722,3154,2923,2651,2978
WBGene00008723,67,70,77,75
WBGene00017410,0,1,1,1
WBGene00017411,1,1,3,1
WBGene00017412,2,0,1,0
WBGene00017413,40,33,39,44
WBGene00017414,3,1,2,2
WBGene00017415,0,0,0,0
WBGene00044531,0,0,1,2
WBGene00008724,2,4,0,1
WBGene00008726,52,45,35,53
WBGene00008727,77,48,56,58
WBGene00045357,1330,1293,1139,1459
WBGene00008725,0,0,0,1
WBGene00008729,7380,6709,6107,7205
WBGene00008730,162,144,165,145
WBGene00008731,215,191,158,204
WBGene00008732,179,116,126,133
WBGene00008733,3137,2850,2493,3228
WBGene00008734,0,1,1,1
WBGene00017416,40,24,24,36
WBGene00017417,197,179,145,140
WBGene00017418,289,218,212,173
WBGene00017419,19450,17915,17181,18926
WBGene00017420,63,47,58,46
WBGene00017422,75,78,77,76
WBGene00017423,4362,3822,3288,3998
WBGene00017424,8,10,11,13
WBGene00017426,280,222,250,196
WBGene00017428,84,76,73,78
WBGene00017429,628,474,491,484
WBGene00008744,38,25,29,29
WBGene00008739,430,459,490,518
WBGene00008740,1046,1086,1077,1163
WBGene00008741,19147,19198,19730,21499
WBGene00008742,73,80,97,85
WBGene00008743,783,717,710,834
WBGene00008735,826,693,588,692
WBGene00008745,2826,2636,2660,2901
WBGene00008746,68,51,53,43
WBGene00008750,5192,4456,4271,4862
WBGene00008759,0,0,0,0
WBGene00008760,4986,4049,4312,4489
WBGene00008761,1,2,2,6
WBGene00044797,119,107,93,122
WBGene00045207,3,2,5,3
WBGene00045208,25,26,19,33
WBGene00045209,1,0,0,1
WBGene00008753,0,0,0,0
WBGene00008754,1,0,0,1
WBGene00008757,0,0,1,1
WBGene00008758,0,1,1,0
WBGene00008768,1280,1429,980,2011
WBGene00008770,70,47,54,53
WBGene00008763,169,138,114,122
WBGene00008766,702,615,579,684
WBGene00008767,3499,3505,3166,3493
WBGene00008773,10,7,0,5
WBGene00008774,8314,7778,7941,9007
WBGene00008776,365,263,279,320
WBGene00008777,211,186,161,302
WBGene00044784,992,1010,934,1241
WBGene00045056,24,23,18,35
WBGene00017433,42,41,53,72
WBGene00017434,109,88,70,101
WBGene00017443,235,191,221,254
WBGene00017444,0,0,0,3
WBGene00017435,3984,3817,3172,3959
WBGene00017436,1239,1183,982,1177
WBGene00017438,434,278,340,300
WBGene00017439,9,9,13,9
WBGene00017441,27,31,15,24
WBGene00017442,140,122,128,120
WBGene00008779,2029,1614,1597,1715
WBGene00008783,183,118,142,106
WBGene00008784,464,396,361,480
WBGene00008785,23,4,14,9
WBGene00008787,69,57,50,58
WBGene00017446,42,46,36,43
WBGene00017447,2983,2453,2451,2640
WBGene00017448,379,360,313,365
WBGene00017463,494,399,446,361
WBGene00017459,134,86,96,137
WBGene00017462,75,72,63,77
WBGene00023427,172,153,144,179
WBGene00017455,13,18,9,9
WBGene00017456,112,116,113,127
WBGene00008788,0,0,2,0
WBGene00008797,2,0,0,0
WBGene00008798,1,1,0,1
WBGene00045331,15,14,11,10
WBGene00045490,0,0,0,0
WBGene00008789,2147,2162,2029,2427
WBGene00008790,2,2,0,1
WBGene00008792,0,0,1,0
WBGene00008793,148,131,110,116
WBGene00008794,0,1,0,0
WBGene00008795,10,3,7,6
WBGene00008796,1,0,0,0
WBGene00008799,44,36,28,29
WBGene00008800,23321,21073,19898,22528
WBGene00008807,2,3,5,3
WBGene00045480,119,95,89,116
WBGene00008811,1,0,1,1
WBGene00008812,15,5,12,11
WBGene00044185,0,0,0,0
WBGene00008816,1,1,0,0
WBGene00008817,0,0,0,0
WBGene00017465,1,2,0,2
WBGene00017466,7,7,13,5
WBGene00017467,301,232,221,233
WBGene00017468,101,75,77,102
WBGene00017469,5,4,3,3
WBGene00044536,10,6,8,6
WBGene00017470,8,4,4,3
WBGene00017471,95,80,69,96
WBGene00017473,35,31,26,43
WBGene00017474,8,8,7,10
WBGene00017475,10,10,9,12
WBGene00008831,72,68,60,79
WBGene00045513,3,0,2,0
WBGene00008822,543,436,400,526
WBGene00008823,1063,1115,857,1081
WBGene00008824,616,581,495,672
WBGene00008825,7386,6983,6439,7596
WBGene00008828,0,2,0,1
WBGene00008833,4,6,9,2
WBGene00008834,2,2,5,1
WBGene00008835,3,1,0,0
WBGene00077582,6,10,1,4
WBGene00008844,126,164,169,190
WBGene00008838,159,142,147,162
WBGene00008840,38,41,50,37
WBGene00008841,748,729,668,742
WBGene00017476,1,0,0,0
WBGene00017481,379,404,362,413
WBGene00045418,1677,1561,1459,1705
WBGene00008850,37,26,30,32
WBGene00008851,924,757,877,799
WBGene00008854,18,15,26,22
WBGene00008855,0,1,0,1
WBGene00008856,1546,1461,1374,1579
WBGene00077557,5,6,3,3
WBGene00008859,477,470,410,535
WBGene00008861,93,81,81,115
WBGene00008862,53,50,51,59
WBGene00008863,4,7,5,15
WBGene00044479,8,6,9,7
WBGene00017484,258,246,289,347
WBGene00017485,55,36,35,146
WBGene00017486,5,1,4,3
WBGene00017487,340,307,285,339
WBGene00017489,330,299,341,412
WBGene00008865,2271,2052,2256,2303
WBGene00008866,1,0,0,0
WBGene00008868,128,113,154,115
WBGene00008869,3,3,2,3
WBGene00044014,0,0,0,0
WBGene00008872,0,0,0,0
WBGene00008873,0,1,0,0
WBGene00008874,9,10,9,9
WBGene00008875,109,65,91,88
WBGene00044013,0,0,0,0
WBGene00008870,0,0,2,0
WBGene00008876,6819,6323,5694,6683
WBGene00008879,11,4,14,9
WBGene00008880,365,291,246,313
WBGene00008881,1,0,0,0
WBGene00008882,3738,3668,3567,3801
WBGene00008883,5,5,3,3
WBGene00017502,35,30,22,30
WBGene00044774,41,36,36,33
WBGene00017504,122,112,122,106
WBGene00017505,1,1,0,0
WBGene00017506,595,663,483,723
WBGene00017507,84,87,79,86
WBGene00017508,60,67,51,102
WBGene00017509,9,9,10,14
WBGene00008885,54,60,36,49
WBGene00008886,311,256,223,279
WBGene00023415,87,54,46,58
WBGene00044243,18,16,15,14
WBGene00008889,0,0,4,2
WBGene00017513,130,105,103,120
WBGene00017514,40,30,13,24
WBGene00017516,4,3,7,2
WBGene00017525,4,0,1,2
WBGene00017526,4,2,1,1
WBGene00017527,0,1,0,2
WBGene00017528,2,3,3,4
WBGene00017529,13,11,17,6
WBGene00017517,0,0,0,0
WBGene00017518,2,0,0,2
WBGene00017520,0,0,0,0
WBGene00017521,4,4,4,3
WBGene00017522,0,0,0,0
WBGene00017523,0,0,0,3
WBGene00017524,1,0,0,1
WBGene00017530,201,173,169,179
WBGene00008900,164,152,160,118
WBGene00008893,1,0,0,0
WBGene00008894,0,0,0,0
WBGene00008897,11,7,9,10
WBGene00008898,0,1,0,0
WBGene00008899,4,1,0,0
WBGene00008904,432,401,303,418
WBGene00008903,0,1,1,0
WBGene00017534,4673,4350,4002,4524
WBGene00017536,889,780,775,852
WBGene00017537,534,563,463,489
WBGene00008905,17,12,9,13
WBGene00008908,0,0,0,0
WBGene00044058,75,55,47,55
WBGene00045458,40,30,40,31
WBGene00008922,647,565,449,617
WBGene00008923,1556,1343,1429,1495
WBGene00023503,5,6,2,6
WBGene00008914,200,166,166,176
WBGene00008915,376,311,351,405
WBGene00008917,25,16,16,27
WBGene00008918,5216,4867,4356,5222
WBGene00008910,418,363,328,382
WBGene00008911,0,0,0,0
WBGene00008912,7,2,15,8
WBGene00008924,710,664,600,702
WBGene00017539,63,57,74,75
WBGene00017540,5,6,2,10
WBGene00017541,1604,1512,1162,1701
WBGene00017542,2,4,0,0
WBGene00008925,1497,1395,1353,1418
WBGene00008926,1219,1086,1136,1168
WBGene00008928,0,0,0,0
WBGene00017545,18,14,7,17
WBGene00017548,11214,10827,10568,12327
WBGene00008929,323,270,273,257
WBGene00008930,250,239,261,269
WBGene00008932,133,96,105,87
WBGene00017551,4,0,2,5
WBGene00017556,40,30,52,46
WBGene00008934,1598,1385,1168,1501
WBGene00008935,1,4,3,6
WBGene00017563,1775,1653,1829,1999
WBGene00017560,245,166,183,169
WBGene00017562,69,48,53,69
WBGene00017566,0,0,0,0
WBGene00017567,59,77,72,93
WBGene00045275,57,83,66,72
WBGene00045276,72,92,84,114
WBGene00017568,48,37,39,44
WBGene00017569,319,262,253,267
WBGene00017570,13,8,9,8
WBGene00017573,0,8,0,0
WBGene00044780,3,3,0,2
WBGene00017574,250,190,211,244
WBGene00017577,8,2,5,6
WBGene00017579,0,2,0,2
WBGene00017581,0,0,0,1
WBGene00017582,481,447,359,467
WBGene00008939,301,333,273,288
WBGene00008940,659,610,609,698
WBGene00017583,361,376,360,379
WBGene00017589,1195,1159,1097,1282
WBGene00017590,3,7,9,10
WBGene00017584,443,463,384,539
WBGene00017585,0,0,0,0
WBGene00017586,44,39,19,31
WBGene00017587,108,111,135,127
WBGene00017588,0,0,0,0
WBGene00008944,350,306,269,332
WBGene00008945,74,41,50,62
WBGene00008946,3,0,0,2
WBGene00008948,15561,15253,14528,15483
WBGene00008949,0,0,0,1
WBGene00008951,1211,1206,1038,1160
WBGene00008952,28,44,32,36
WBGene00008953,281,207,260,249
WBGene00008954,88,83,88,82
WBGene00017591,4691,4524,4918,5279
WBGene00017592,64,53,58,68
WBGene00017593,76,60,49,59
WBGene00017594,73,66,69,66
WBGene00017597,251,165,220,186
WBGene00008955,13,11,10,13
WBGene00017598,72,67,82,78
WBGene00017607,6126,5805,5247,6467
WBGene00017608,5184,4937,4415,5165
WBGene00017599,42,40,30,36
WBGene00017605,6929,6182,5045,6404
WBGene00017609,0,0,0,1
WBGene00017610,1,1,1,1
WBGene00017611,1,1,5,8
WBGene00017612,8,7,4,5
WBGene00008958,16,6,7,9
WBGene00008959,481,494,589,573
WBGene00008960,2,6,1,3
WBGene00008961,4,1,3,2
WBGene00008963,156,154,116,128
WBGene00017613,414,436,424,478
WBGene00017621,193,201,256,321
WBGene00017614,6,8,10,6
WBGene00017616,9,3,5,5
WBGene00017618,133,117,92,134
WBGene00017619,0,1,1,0
WBGene00008967,38,41,56,25
WBGene00017627,0,2,2,2
WBGene00017628,4,1,6,0
WBGene00017629,0,0,0,0
WBGene00017630,0,0,0,0
WBGene00017631,49,36,28,63
WBGene00017632,104,108,64,117
WBGene00008969,190,156,138,169
WBGene00008970,100,76,62,73
WBGene00008972,0,0,0,0
WBGene00008973,1467,1388,1533,1499
WBGene00008975,3182,3032,3290,3399
WBGene00017642,5815,5261,4217,5241
WBGene00017645,1,1,1,0
WBGene00017633,1,0,2,1
WBGene00017639,281,169,210,202
WBGene00043069,0,0,0,0
WBGene00017634,3,0,0,1
WBGene00017635,65,52,61,67
WBGene00017636,1,3,1,1
WBGene00017637,66,50,55,67
WBGene00017638,1,0,0,0
WBGene00050906,0,0,0,0
WBGene00008983,1,0,0,0
WBGene00008984,0,0,0,0
WBGene00008987,643,527,539,566
WBGene00008988,36,30,34,37
WBGene00008989,22,21,21,28
WBGene00008991,1274,1195,1157,1345
WBGene00017646,1484,1375,1302,1446
WBGene00017647,9,14,8,12
WBGene00198998,1936,1873,1572,1971
WBGene00008992,1173,1184,1136,1306
WBGene00008993,146,119,124,156
WBGene00008994,5,3,4,0
WBGene00017650,15,11,14,21
WBGene00017651,104,83,99,121
WBGene00017652,0,0,1,0
WBGene00017659,1268,957,1089,1309
WBGene00017660,81,71,26,127
WBGene00017653,221,148,112,184
WBGene00017654,24,19,21,20
WBGene00017655,0,0,0,0
WBGene00017656,0,0,0,0
WBGene00017657,4334,3474,3016,3533
WBGene00017658,1510,1473,1250,1227
WBGene00009005,0,0,1,0
WBGene00077548,1,1,0,0
WBGene00017662,0,0,0,0
WBGene00017663,261,201,230,232
WBGene00009006,9014,8446,8573,9368
WBGene00009008,627,473,467,484
WBGene00009009,205,196,174,181
WBGene00009010,1514,1418,1250,1525
WBGene00009011,2137,1959,1880,2233
WBGene00009012,5770,5261,4502,5198
WBGene00009014,58,52,49,56
WBGene00009015,50,45,40,39
WBGene00009016,5,1,7,4
WBGene00009017,0,0,0,0
WBGene00009018,46,39,45,20
WBGene00017666,31,29,29,24
WBGene00017670,0,0,0,0
WBGene00017672,0,0,0,0
WBGene00017674,403,375,291,409
WBGene00017675,5854,5589,5827,6338
WBGene00017676,437,398,360,465
WBGene00009023,238,276,246,249
WBGene00009024,5,6,2,1
WBGene00009026,47,51,44,47
WBGene00009027,1147,1005,984,1092
WBGene00017684,2,0,1,3
WBGene00017685,61,53,70,64
WBGene00044287,2,7,8,6
WBGene00009033,8,7,11,14
WBGene00009028,6,9,4,10
WBGene00009029,54,59,55,55
WBGene00009031,16,10,14,10
WBGene00045122,0,0,0,0
WBGene00009036,0,0,0,0
WBGene00009038,0,0,0,0
WBGene00009039,1,1,1,2
WBGene00009045,2446,2197,2074,2556
WBGene00009042,25,7,15,11
WBGene00009043,5,7,4,5
WBGene00009044,27,22,25,31
WBGene00017692,87,65,62,65
WBGene00017694,0,0,1,0
WBGene00017698,298,218,218,282
WBGene00009046,0,0,0,0
WBGene00009049,1316,1314,1291,1357
WBGene00017700,4,2,5,4
WBGene00017701,0,0,0,0
WBGene00009056,22,21,19,25
WBGene00009050,12342,11498,11368,13150
WBGene00043279,72,57,64,72
WBGene00009054,241,272,231,284
WBGene00009058,1367,1172,1035,1245
WBGene00009060,108,79,62,99
WBGene00017703,58,74,73,65
WBGene00017709,4,4,3,2
WBGene00017710,4,4,1,2
WBGene00017711,13,13,12,6
WBGene00017712,528,554,565,629
WBGene00017704,5,4,1,3
WBGene00017713,34,38,38,38
WBGene00044363,6,4,7,6
WBGene00017705,4,3,1,3
WBGene00017706,2,5,1,4
WBGene00017707,11,4,3,8
WBGene00017708,493,438,345,517
WBGene00017714,9,18,10,10
WBGene00017715,14,13,17,13
WBGene00017717,436,393,422,445
WBGene00017718,43,47,45,45
WBGene00017720,80,81,82,76
WBGene00017721,143,101,100,110
WBGene00017722,11,7,5,11
WBGene00017724,267,262,274,273
WBGene00009063,28,32,25,25
WBGene00009064,2240,2306,2334,2510
WBGene00009065,7923,7980,8203,9285
WBGene00044712,26,17,19,21
WBGene00017725,1,0,0,2
WBGene00017726,39,31,31,62
WBGene00017727,869,1008,1023,1075
WBGene00017729,10,9,9,10
WBGene00017730,438,468,503,456
WBGene00009067,23,19,18,30
WBGene00009068,40,29,17,31
WBGene00009069,15,12,10,48
WBGene00009070,22,24,25,18
WBGene00044638,114,113,46,325
WBGene00009079,3,1,4,2
WBGene00009081,544,468,499,604
WBGene00009084,6994,6320,5114,6812
WBGene00009077,3,8,3,5
WBGene00009075,0,4,0,6
WBGene00009076,0,0,0,0
WBGene00017731,15,12,18,19
WBGene00017739,3,1,1,3
WBGene00017741,187,186,215,206
WBGene00017732,93,104,71,95
WBGene00017734,4733,4955,5059,5135
WBGene00017736,42,36,34,36
WBGene00017737,8,14,13,14
WBGene00009085,1024,1158,804,1192
WBGene00045291,100,91,69,105
WBGene00009086,655,606,527,753
WBGene00009087,55,55,53,71
WBGene00009088,84,81,59,74
WBGene00009091,34,30,21,74
WBGene00044136,1,0,0,1
WBGene00017750,136,145,107,249
WBGene00017743,2,2,1,5
WBGene00017745,455,385,360,396
WBGene00017746,1960,1944,1849,2128
WBGene00017747,103,109,112,98
WBGene00017748,124,128,93,127
WBGene00017756,105,92,97,140
WBGene00044455,57,32,37,40
WBGene00017751,88,73,93,95
WBGene00017754,251,209,178,230
WBGene00044574,23,29,22,30
WBGene00017758,1474,1523,1387,1635
WBGene00017760,5717,5226,5031,5708
WBGene00000263,2541,2854,2970,3286
WBGene00017761,7,8,4,4
WBGene00017762,67,59,71,69
WBGene00009093,171,165,141,164
WBGene00009094,926,691,696,687
WBGene00009095,3,6,8,7
WBGene00017764,101,98,116,103
WBGene00009099,6,6,7,1
WBGene00009101,8,6,13,9
WBGene00009102,41,26,32,34
WBGene00017767,511,494,412,490
WBGene00017768,4484,4204,4102,4593
WBGene00017770,1125,1086,986,1174
WBGene00017771,334,253,253,270
WBGene00017775,23335,22049,22107,23242
WBGene00017776,1750,1511,1424,1685
WBGene00017777,10645,10360,9821,11018
WBGene00009104,2,7,5,5
WBGene00009107,5,1,3,2
WBGene00009108,16,9,14,21
WBGene00009114,7,3,1,2
WBGene00017780,2788,2647,2337,2595
WBGene00017781,217,191,193,228
WBGene00017782,1558,1490,1360,1574
WBGene00017792,36,41,40,31
WBGene00017783,35,23,24,25
WBGene00017784,7,8,2,7
WBGene00017785,80,75,61,63
WBGene00017786,243,204,175,221
WBGene00017788,24,32,27,27
WBGene00017789,1576,1512,1440,1817
WBGene00017790,2,1,0,2
WBGene00009115,40,14,22,48
WBGene00017795,604,541,482,549
WBGene00017799,1798,1685,1308,1748
WBGene00017800,6661,6172,5716,6605
WBGene00009123,1528,1284,1258,1430
WBGene00009117,6,2,5,5
WBGene00009118,1598,1521,1663,1874
WBGene00009120,3962,3604,3053,3645
WBGene00077773,11,8,14,29
WBGene00009125,18,19,17,13
WBGene00009129,16,10,9,10
WBGene00009130,56,55,35,117
WBGene00009131,2722,2286,1734,2561
WBGene00009132,2548,2441,2196,2644
WBGene00009135,160,168,118,158
WBGene00009138,1051,999,957,1035
WBGene00009139,316,271,236,311
WBGene00017801,1970,1999,1800,2244
WBGene00017811,1227,1095,945,1226
WBGene00017802,5,2,4,2
WBGene00017803,2,1,1,1
WBGene00017804,4,1,1,2
WBGene00017805,1,0,0,0
WBGene00017806,9,16,16,18
WBGene00017807,31,25,26,31
WBGene00017814,770,633,673,696
WBGene00009140,775,655,647,770
WBGene00009142,474,399,395,468
WBGene00009143,3,3,1,1
WBGene00009145,925,887,656,880
WBGene00017815,9,7,7,8
WBGene00017817,1,3,0,0
WBGene00009146,31,24,30,37
WBGene00009147,10,0,0,0
WBGene00044159,0,1,1,0
WBGene00044244,0,3,0,0
WBGene00045392,33,42,28,30
WBGene00045393,2,0,2,2
WBGene00017819,3,3,2,1
WBGene00017821,1,2,1,1
WBGene00009149,0,2,0,1
WBGene00009151,3,0,1,2
WBGene00009152,2,2,2,2
WBGene00009153,12,13,6,6
WBGene00009154,18,23,10,8
WBGene00009148,9,7,9,6
WBGene00009157,115,96,81,97
WBGene00009158,1206,958,938,937
WBGene00009159,2155,2009,1747,2161
WBGene00009160,1,3,2,6
WBGene00017833,1,4,1,2
WBGene00017834,23598,19487,21055,22179
WBGene00017835,193,160,168,187
WBGene00017836,21,26,29,22
WBGene00044544,23,24,33,31
WBGene00009166,6,4,4,11
WBGene00009167,0,0,1,0
WBGene00009168,3,2,3,2
WBGene00009169,0,0,0,0
WBGene00009170,0,1,2,2
WBGene00009172,2633,2694,2697,2865
WBGene00023504,79,66,90,99
WBGene00050959,0,0,1,0
WBGene00017831,927,868,749,1006
WBGene00005012,19,14,11,19
WBGene00017827,1939,1877,1789,2064
WBGene00017828,1170,1080,1013,1164
WBGene00005011,357,362,314,390
WBGene00017829,1438,1209,954,1374
WBGene00017837,3937,3644,3452,3886
WBGene00044663,5,4,7,5
WBGene00045455,17,14,9,14
WBGene00017838,215,137,146,161
WBGene00017839,1,0,1,0
WBGene00017841,125,92,97,96
WBGene00044662,30,18,22,22
WBGene00017843,2853,2671,3009,3170
WBGene00009182,1428,1361,1216,1557
WBGene00009174,2444,2254,2123,2407
WBGene00009177,2831,2636,2538,2839
WBGene00017850,41,28,32,37
WBGene00017848,39,46,32,56
WBGene00017849,40,39,36,61
WBGene00044454,0,0,0,0
WBGene00017851,6,5,1,1
WBGene00017858,53,45,37,44
WBGene00017860,5,1,3,4
WBGene00017852,7789,7564,7349,8038
WBGene00017853,91,89,83,80
WBGene00017854,93,100,115,113
WBGene00017855,3613,3412,2890,3511
WBGene00009183,64,43,34,47
WBGene00009184,2,1,1,1
WBGene00009185,2,1,2,0
WBGene00009187,6143,5977,6030,6591
WBGene00009189,3931,3707,2870,3572
WBGene00009190,1372,1096,1134,1259
WBGene00009191,340,332,359,415
WBGene00077543,99,91,62,133
WBGene00017861,287,222,217,240
WBGene00017862,0,0,0,0
WBGene00017863,2,0,0,0
WBGene00017865,87,85,89,81
WBGene00009193,7,3,3,7
WBGene00009194,15,10,7,9
WBGene00044035,90,88,65,94
WBGene00044027,0,2,1,1
WBGene00017869,0,1,1,1
WBGene00017870,0,0,0,0
WBGene00017871,0,1,0,0
WBGene00017872,0,0,0,0
WBGene00017873,4,5,5,1
WBGene00017875,1,0,0,1
WBGene00017876,0,0,0,0
WBGene00017877,0,1,1,1
WBGene00017880,27,39,34,22
WBGene00009196,0,5,2,3
WBGene00009197,1,0,0,0
WBGene00045381,0,1,0,0
WBGene00017894,50,39,45,45
WBGene00017889,816,803,900,924
WBGene00017886,3615,3297,3037,3686
WBGene00017887,846,777,726,840
WBGene00017890,6,3,3,6
WBGene00017892,22724,20985,23325,26554
WBGene00017893,54,46,52,60
WBGene00009200,2708,2591,2050,2767
WBGene00009201,4526,4078,4196,4342
WBGene00017896,0,0,1,0
WBGene00017898,515,511,514,579
WBGene00017899,1,3,2,2
WBGene00009209,16,21,13,21
WBGene00009204,2047,1771,1760,2090
WBGene00009205,50,52,58,54
WBGene00009207,1009,930,757,920
WBGene00009208,5,3,3,3
WBGene00009216,50,41,35,36
WBGene00017900,2320,1732,1897,1854
WBGene00017902,1,0,3,0
WBGene00044302,4,3,2,4
WBGene00043297,3,3,0,3
WBGene00017905,32,38,31,43
WBGene00009224,92,88,69,96
WBGene00044188,451,419,362,477
WBGene00017906,4,2,7,9
WBGene00017907,54,52,61,47
WBGene00009227,18,19,12,26
WBGene00009228,0,0,0,0
WBGene00009229,19,19,20,16
WBGene00017908,1246,1135,1100,1353
WBGene00017909,214,172,155,176
WBGene00017910,0,0,0,1
WBGene00009233,1193,1023,1067,1139
WBGene00009234,590,507,508,526
WBGene00009235,0,0,0,0
WBGene00044137,0,4,5,2
WBGene00009240,9,4,5,6
WBGene00009241,172,169,144,168
WBGene00017913,1,3,0,0
WBGene00017914,33,32,41,42
WBGene00017915,0,1,0,0
WBGene00017916,557,550,464,646
WBGene00017918,3,3,3,2
WBGene00017919,476,493,384,498
WBGene00017925,1977,2280,2396,2742
WBGene00044482,21,9,9,12
WBGene00017921,374,347,311,367
WBGene00017922,0,1,1,0
WBGene00017923,1498,1377,1496,1488
WBGene00009248,0,0,0,1
WBGene00017927,2,3,4,4
WBGene00009243,1035,995,764,888
WBGene00009250,3,4,3,7
WBGene00009251,0,3,1,3
WBGene00009252,6,4,6,9
WBGene00009257,64,28,33,34
WBGene00017930,34,42,19,38
WBGene00017933,121,109,99,109
WBGene00009268,4,4,2,4
WBGene00009269,1,1,0,0
WBGene00044680,184,188,176,217
WBGene00045473,129,144,99,188
WBGene00009261,244,121,207,174
WBGene00009262,2707,2484,2224,2739
WBGene00009266,1626,1448,1383,1577
WBGene00017934,1243,1257,1245,1382
WBGene00009270,4978,4563,4467,5008
WBGene00009277,2358,2213,2027,2498
WBGene00009274,706,647,541,652
WBGene00009276,1909,1741,1961,2008
WBGene00017937,3588,2948,3565,3415
WBGene00044288,2,0,2,0
WBGene00017938,36,42,45,43
WBGene00017939,1028,1023,907,1137
WBGene00017941,1,2,2,5
WBGene00009283,7,6,4,7
WBGene00009279,0,2,1,2
WBGene00009280,206,192,208,219
